,Polarity
22533,4
19446,4
7768,3
25761,4
4391,3
15356,4
8943,3
19351,4
7824,3
23500,4
19701,4
18619,4
6748,3
3170,2
19166,4
23164,4
6930,3
23956,4
9283,4
13452,4
13760,4
12901,4
26659,4
13116,4
23406,4
29868,4
2499,2
20194,4
21559,4
24016,4
13031,4
10729,4
14991,4
20716,4
15640,4
28274,4
11312,4
25965,4
28364,4
19736,4
13496,4
2598,2
7105,3
18106,4
1689,2
24896,4
19520,4
9085,3
15567,4
8119,3
13148,4
26769,4
18845,4
1838,2
3583,3
10171,4
4358,3
608,1
12557,4
26161,4
17907,4
30195,4
23182,4
10559,4
23073,4
25983,4
28702,4
18978,4
14477,4
27807,4
24674,4
13766,4
6207,3
25240,4
16812,4
14158,4
17905,4
30146,4
15594,4
29640,4
19268,4
22013,4
28069,4
19316,4
10811,4
23518,4
23526,4
883,1
7004,3
29036,4
1649,2
19301,4
107,0
13519,4
15709,4
16327,4
24684,4
987,1
3879,3
12091,4
23196,4
25962,4
16064,4
5267,3
1033,1
27979,4
20712,4
23621,4
2443,2
7075,3
4714,3
28157,4
22006,4
22579,4
959,1
24203,4
23587,4
5755,3
10456,4
15335,4
23253,4
11656,4
22993,4
19139,4
12494,4
28637,4
17099,4
16950,4
8374,3
17705,4
25023,4
13092,4
7395,3
19871,4
19836,4
4423,3
11977,4
27717,4
19926,4
19680,4
21549,4
29746,4
14816,4
15790,4
12132,4
21199,4
19527,4
26479,4
6503,3
5194,3
20237,4
5315,3
2549,2
10571,4
11600,4
7537,3
19379,4
9123,3
16880,4
1437,2
15529,4
11162,4
11627,4
21683,4
4137,3
19776,4
6675,3
12781,4
23945,4
8597,3
14931,4
20919,4
19069,4
16865,4
2659,2
4216,3
12940,4
10858,4
5784,3
25102,4
29598,4
9019,3
26922,4
4861,3
27103,4
322,0
9607,4
19550,4
10773,4
15741,4
14409,4
6008,3
22653,4
27185,4
18937,4
7372,3
17109,4
10166,4
9173,3
10364,4
5878,3
17401,4
29983,4
21700,4
5896,3
6260,3
1888,2
16347,4
8760,3
5508,3
10500,4
27809,4
19015,4
18035,4
27139,4
3520,3
21453,4
24841,4
12789,4
8029,3
6225,3
20030,4
29159,4
22823,4
29406,4
14166,4
14910,4
11438,4
6157,3
23901,4
13205,4
29811,4
22091,4
29762,4
10380,4
18193,4
51,0
16862,4
27480,4
10110,4
24586,4
4393,3
17860,4
28871,4
28764,4
10743,4
11509,4
10715,4
7596,3
21872,4
8715,3
10416,4
21169,4
13744,4
21980,4
25295,4
5417,3
20490,4
8127,3
15801,4
3929,3
25285,4
26297,4
18615,4
2640,2
8645,3
12980,4
11411,4
6149,3
18057,4
8323,3
13619,4
9887,4
14613,4
9889,4
10462,4
7790,3
17361,4
23665,4
10770,4
21653,4
13480,4
13698,4
5474,3
19227,4
15955,4
16838,4
28846,4
3050,2
4815,3
17350,4
8693,3
19945,4
19946,4
16130,4
5772,3
29727,4
3068,2
19650,4
15630,4
4135,3
17036,4
16742,4
9848,4
29692,4
10505,4
13233,4
12701,4
29773,4
27112,4
3551,3
15657,4
21437,4
15035,4
1507,2
25584,4
20534,4
4330,3
17468,4
16792,4
16248,4
76,0
27075,4
3098,2
2066,2
3117,2
21075,4
29984,4
6482,3
8026,3
23562,4
7056,3
1057,1
27328,4
16885,4
7121,3
4312,3
7704,3
8582,3
1524,2
3913,3
5903,3
28538,4
25861,4
7798,3
17977,4
11109,4
27561,4
30098,4
3654,3
22562,4
1502,2
15854,4
29715,4
7557,3
15892,4
16452,4
6384,3
81,0
24800,4
13743,4
23207,4
19001,4
13354,4
24687,4
29122,4
29479,4
27907,4
3882,3
23382,4
28705,4
11475,4
21279,4
22698,4
20161,4
10444,4
5118,3
14661,4
18176,4
3898,3
6458,3
3284,2
594,1
14655,4
29471,4
28104,4
18250,4
23802,4
16500,4
26401,4
26062,4
3333,2
9236,3
15718,4
15972,4
4996,3
17521,4
15211,4
2388,2
20935,4
26220,4
14609,4
26286,4
22873,4
9029,3
3084,2
5365,3
12217,4
10081,4
29747,4
12278,4
8723,3
25600,4
1641,2
7180,3
26623,4
4337,3
13674,4
10612,4
1979,2
11143,4
22953,4
21974,4
1085,1
24742,4
2314,2
11386,4
13209,4
12704,4
1283,2
12645,4
2896,2
23003,4
8941,3
23785,4
27369,4
350,0
19866,4
2300,2
6383,3
18689,4
20719,4
10105,4
8910,3
26189,4
9199,3
15841,4
11237,4
258,0
27526,4
7426,3
13242,4
1441,2
23084,4
16877,4
13626,4
17199,4
6627,3
249,0
15407,4
30063,4
22188,4
28776,4
14998,4
14503,4
15191,4
8942,3
4674,3
27141,4
16422,4
16492,4
28812,4
39,0
14489,4
9731,4
23916,4
24210,4
22808,4
12900,4
27638,4
22770,4
4638,3
19210,4
13854,4
26078,4
3957,3
15320,4
26748,4
2780,2
6977,3
418,0
8042,3
20257,4
18989,4
17452,4
27391,4
15977,4
5141,3
23900,4
14172,4
6439,3
24810,4
6027,3
21512,4
8222,3
21499,4
29659,4
28942,4
36,0
4248,3
12073,4
11966,4
7393,3
6508,3
24297,4
16301,4
16225,4
19303,4
22937,4
20787,4
20428,4
27910,4
26908,4
25296,4
12263,4
24151,4
17583,4
18027,4
1773,2
30207,4
11301,4
19267,4
29171,4
24483,4
4015,3
29392,4
3484,3
4750,3
21511,4
8562,3
14549,4
4816,3
16298,4
6408,3
5570,3
17968,4
13077,4
16677,4
11426,4
25506,4
10300,4
29070,4
27576,4
5918,3
10846,4
25315,4
7496,3
18070,4
7058,3
29968,4
29456,4
7376,3
22575,4
22125,4
9160,3
21892,4
4932,3
11057,4
7037,3
16892,4
13140,4
12695,4
13781,4
8743,3
29199,4
27704,4
8408,3
1275,1
6801,3
9099,3
19124,4
16702,4
273,0
2873,2
2002,2
29743,4
13923,4
14954,4
16658,4
17045,4
20109,4
2821,2
22122,4
2370,2
22245,4
6030,3
9643,4
15792,4
8147,3
1923,2
20297,4
17096,4
17535,4
29484,4
18006,4
14160,4
23963,4
14732,4
6143,3
15393,4
21507,4
18053,4
19890,4
5470,3
22719,4
18408,4
21405,4
18225,4
21624,4
10366,4
21698,4
29963,4
9790,4
9479,4
17012,4
24039,4
23549,4
26295,4
10939,4
568,1
10404,4
1046,1
21675,4
28071,4
17623,4
7193,3
10807,4
4441,3
18878,4
24358,4
25098,4
7106,3
26098,4
26410,4
20955,4
11327,4
28242,4
18065,4
1267,1
23885,4
25320,4
11557,4
13345,4
28255,4
28794,4
13629,4
10248,4
24709,4
28825,4
11279,4
26685,4
19542,4
14050,4
21778,4
7179,3
20347,4
24801,4
18260,4
10063,4
24460,4
26405,4
28544,4
13593,4
23035,4
4605,3
27250,4
28325,4
13960,4
18263,4
8116,3
14758,4
21257,4
15318,4
7592,3
6359,3
12964,4
28597,4
8756,3
15704,4
27914,4
24096,4
65,0
22206,4
24499,4
29267,4
6288,3
18790,4
23399,4
13847,4
24652,4
22906,4
20140,4
5187,3
13715,4
24567,4
18456,4
7666,3
18247,4
20829,4
22130,4
22354,4
8156,3
16432,4
73,0
1870,2
776,1
11458,4
15001,4
25496,4
18109,4
9611,4
26583,4
16623,4
18783,4
28465,4
18184,4
13694,4
18506,4
6033,3
9863,4
29515,4
18892,4
4087,3
26438,4
16429,4
17933,4
14692,4
9143,3
5992,3
4023,3
3997,3
17926,4
4478,3
19398,4
17592,4
3199,2
29757,4
21843,4
29641,4
7661,3
16918,4
10979,4
6295,3
10178,4
3570,3
7415,3
21994,4
1220,1
30016,4
9875,4
20288,4
9586,4
5331,3
6052,3
28649,4
12360,4
16040,4
20450,4
23026,4
1071,1
14182,4
17382,4
26383,4
1548,2
25042,4
25589,4
5228,3
13165,4
14433,4
5745,3
24142,4
16794,4
21403,4
17559,4
15907,4
27580,4
3021,2
21810,4
7130,3
16851,4
498,0
17762,4
8829,3
15939,4
16497,4
14102,4
10686,4
6124,3
7378,3
24983,4
24217,4
30205,4
11368,4
2596,2
13583,4
28708,4
20484,4
11196,4
18084,4
15255,4
13200,4
23478,4
19133,4
13574,4
12824,4
822,1
18993,4
7761,3
4147,3
22177,4
21308,4
23378,4
26496,4
21532,4
27460,4
24392,4
7051,3
9076,3
666,1
20611,4
17935,4
18111,4
7503,3
18243,4
26636,4
20900,4
17799,4
20315,4
1483,2
2452,2
299,0
17348,4
7702,3
8098,3
17962,4
23214,4
5877,3
28541,4
23369,4
20952,4
19380,4
23570,4
26236,4
20464,4
12679,4
25127,4
10040,4
29934,4
20200,4
17552,4
14095,4
8540,3
18673,4
17260,4
21525,4
18638,4
4251,3
27384,4
4414,3
8907,3
16757,4
7784,3
25980,4
29128,4
2774,2
27543,4
19497,4
17276,4
12718,4
1485,2
501,0
28353,4
11940,4
4068,3
21952,4
2327,2
8818,3
12233,4
9327,4
449,0
10465,4
8792,3
678,1
22435,4
1516,2
20505,4
20091,4
5337,3
11991,4
3810,3
2721,2
17554,4
15560,4
13663,4
2115,2
80,0
26588,4
20302,4
18199,4
14457,4
9880,4
14374,4
25665,4
6688,3
23408,4
543,0
12968,4
29629,4
652,1
20815,4
12742,4
3161,2
28807,4
21858,4
9806,4
15265,4
23373,4
22482,4
8685,3
3081,2
2137,2
9734,4
21704,4
7282,3
29008,4
3951,3
19100,4
2024,2
27287,4
10998,4
4998,3
5049,3
29035,4
9597,4
10847,4
3029,2
3629,3
7517,3
28976,4
26509,4
1132,1
13288,4
3140,2
14085,4
3522,3
24901,4
14046,4
23430,4
13542,4
25794,4
8389,3
15291,4
7778,3
14800,4
7160,3
806,1
22793,4
431,0
29124,4
17540,4
26805,4
28310,4
19821,4
15164,4
20529,4
14494,4
24735,4
24255,4
22674,4
29051,4
29234,4
11736,4
7788,3
235,0
23250,4
28042,4
19624,4
26532,4
7571,3
26961,4
20147,4
16353,4
4083,3
29554,4
5447,3
25084,4
19557,4
19308,4
23222,4
7012,3
27426,4
12544,4
21497,4
13463,4
8058,3
22687,4
8373,3
10242,4
20459,4
3943,3
4476,3
2355,2
13104,4
10513,4
26831,4
7559,3
19116,4
20416,4
16311,4
20375,4
4903,3
25205,4
13707,4
9625,4
3480,3
24675,4
9799,4
6042,3
29805,4
15601,4
29731,4
24667,4
8366,3
804,1
1912,2
1215,1
21283,4
2844,2
23061,4
20137,4
17263,4
7263,3
24639,4
14065,4
8419,3
29826,4
18367,4
4419,3
26926,4
17566,4
1440,2
5279,3
1252,1
22803,4
28988,4
9425,4
17213,4
20942,4
2369,2
17005,4
18915,4
24676,4
17365,4
4295,3
690,1
26467,4
28870,4
5882,3
9122,3
9157,3
19918,4
10992,4
442,0
25559,4
16295,4
6541,3
8787,3
16963,4
18487,4
1310,2
25536,4
8010,3
27995,4
597,1
18186,4
5211,3
15105,4
10792,4
15130,4
1358,2
25937,4
10924,4
24971,4
22011,4
15969,4
27220,4
13527,4
9170,3
22271,4
5053,3
4960,3
1495,2
23601,4
23052,4
14430,4
19660,4
8372,3
19065,4
1112,1
15061,4
14184,4
26841,4
5970,3
19118,4
28920,4
1177,1
16181,4
15799,4
21409,4
19447,4
5378,3
2819,2
13643,4
1596,2
15216,4
4011,3
23673,4
23877,4
3423,3
29081,4
27623,4
13724,4
18154,4
28008,4
11780,4
17411,4
8165,3
9711,4
30045,4
28913,4
12770,4
12237,4
18329,4
5069,3
9965,4
11997,4
19875,4
17579,4
8874,3
20892,4
1117,1
23928,4
3288,2
27967,4
28592,4
4791,3
21652,4
21528,4
5342,3
15674,4
7167,3
21671,4
332,0
20683,4
18299,4
18669,4
24332,4
4586,3
23565,4
857,1
26036,4
20931,4
5688,3
28652,4
3201,2
1302,2
11857,4
8768,3
16928,4
29845,4
211,0
12982,4
3325,2
4786,3
10483,4
1019,1
24715,4
27850,4
10738,4
15591,4
27734,4
11708,4
11763,4
24737,4
6315,3
3598,3
26765,4
256,0
30071,4
9514,4
26586,4
6513,3
29487,4
7786,3
1754,2
18504,4
28267,4
14999,4
11678,4
22306,4
14914,4
2000,2
26369,4
22268,4
16454,4
13328,4
19483,4
700,1
12299,4
18418,4
29550,4
2324,2
3146,2
1701,2
2149,2
28684,4
28100,4
21214,4
24694,4
11527,4
5115,3
3619,3
24373,4
10141,4
21291,4
6418,3
12355,4
12255,4
17447,4
10584,4
6805,3
26936,4
8343,3
24925,4
19342,4
11872,4
26680,4
2527,2
13307,4
26448,4
20809,4
7344,3
6062,3
25955,4
17756,4
21638,4
26760,4
3465,3
10096,4
28248,4
7331,3
26196,4
1176,1
23915,4
25669,4
14996,4
9194,3
15528,4
19539,4
8109,3
27414,4
8275,3
14427,4
19477,4
19857,4
17963,4
14251,4
18778,4
12328,4
11406,4
22284,4
6009,3
17239,4
25878,4
5475,3
28710,4
20945,4
16866,4
3182,2
8171,3
6903,3
12375,4
6736,3
2675,2
10765,4
2278,2
550,1
9574,4
11449,4
14242,4
2432,2
4323,3
25538,4
16272,4
25573,4
10791,4
13871,4
26720,4
1070,1
30211,4
5672,3
25860,4
28928,4
29996,4
4331,3
19488,4
22839,4
27380,4
22802,4
25270,4
29672,4
4599,3
10752,4
27884,4
12942,4
2440,2
4245,3
2622,2
2416,2
24172,4
24749,4
26980,4
27810,4
25192,4
29883,4
14411,4
11466,4
2560,2
4325,3
22967,4
28302,4
17198,4
15492,4
5866,3
23332,4
3753,3
17504,4
24692,4
29987,4
11965,4
4567,3
5967,3
26868,4
19671,4
23494,4
1517,2
24956,4
14265,4
4151,3
27921,4
2939,2
19327,4
5001,3
18352,4
17597,4
5280,3
27439,4
18232,4
3375,2
3630,3
926,1
17313,4
23161,4
11363,4
9881,4
28713,4
6370,3
26111,4
12678,4
4079,3
15810,4
17572,4
20599,4
18463,4
20887,4
6539,3
21253,4
25264,4
2801,2
25482,4
29915,4
24551,4
16836,4
22541,4
21527,4
604,1
4061,3
10290,4
19391,4
22183,4
24423,4
5753,3
6320,3
26683,4
17666,4
19618,4
15825,4
5154,3
15742,4
21769,4
21759,4
21818,4
11257,4
12186,4
1467,2
22347,4
21817,4
9792,4
16223,4
12380,4
22778,4
14694,4
7453,3
7169,3
30005,4
2888,2
21165,4
3271,2
11559,4
18618,4
23062,4
23290,4
27595,4
4764,3
5317,3
11783,4
27007,4
10137,4
7483,3
25958,4
26172,4
6931,3
29465,4
27395,4
4546,3
10616,4
28741,4
24196,4
27291,4
4547,3
23189,4
15568,4
9350,4
25692,4
20991,4
10730,4
27253,4
7374,3
19243,4
4676,3
17284,4
26968,4
23588,4
17859,4
9363,4
25080,4
29209,4
15461,4
13149,4
20656,4
27064,4
1091,1
22475,4
14118,4
21701,4
21036,4
783,1
19247,4
21960,4
9561,4
9733,4
21771,4
22930,4
19961,4
12861,4
6183,3
23926,4
11683,4
20090,4
13388,4
5985,3
9554,4
25380,4
9357,4
10678,4
9326,4
6101,3
571,1
5994,3
29091,4
14175,4
848,1
3948,3
10018,4
22743,4
7795,3
23391,4
2717,2
19686,4
28135,4
12593,4
9515,4
27634,4
4152,3
16536,4
12939,4
771,1
27600,4
11578,4
20586,4
22496,4
23201,4
27706,4
4937,3
23188,4
2668,2
22667,4
6830,3
3077,2
17706,4
4162,3
18122,4
22816,4
16198,4
2051,2
25817,4
18687,4
9560,4
2736,2
26640,4
71,0
1040,1
15036,4
13020,4
14211,4
1206,1
25168,4
11933,4
3555,3
17458,4
13060,4
2760,2
16850,4
4304,3
1377,2
13202,4
10024,4
14413,4
28178,4
17681,4
1601,2
21027,4
1532,2
26354,4
20303,4
13049,4
4172,3
22689,4
14245,4
1872,2
12498,4
12658,4
7993,3
7093,3
14069,4
16063,4
12253,4
4396,3
25275,4
11921,4
28354,4
3671,3
2143,2
14725,4
20811,4
10990,4
7928,3
19912,4
24918,4
13159,4
5400,3
17506,4
11587,4
4244,3
20023,4
28067,4
29151,4
22629,4
642,1
9152,3
21873,4
4576,3
1210,1
45,0
26727,4
17781,4
22063,4
14168,4
6909,3
3014,2
9960,4
25003,4
4579,3
9761,4
14579,4
27784,4
2004,2
30029,4
29155,4
12866,4
18515,4
18942,4
12156,4
7017,3
24651,4
27181,4
30116,4
25678,4
23198,4
15242,4
20440,4
436,0
5241,3
28549,4
1859,2
16299,4
27974,4
22108,4
10461,4
37,0
14893,4
19528,4
26788,4
23138,4
4661,3
719,1
565,1
13533,4
22383,4
2376,2
13365,4
4601,3
12877,4
24912,4
6231,3
7133,3
13366,4
23905,4
10638,4
19533,4
7581,3
13290,4
14181,4
3806,3
11840,4
1620,2
23720,4
28631,4
14962,4
19435,4
14387,4
9546,4
29569,4
17903,4
4365,3
3057,2
24634,4
13567,4
28880,4
29441,4
17413,4
7677,3
5920,3
28762,4
21361,4
18576,4
1582,2
13595,4
13819,4
16692,4
19359,4
23173,4
2142,2
27238,4
28867,4
12127,4
29834,4
10648,4
12822,4
16230,4
22274,4
14239,4
8095,3
16481,4
19617,4
13823,4
8183,3
19433,4
22220,4
17708,4
9398,4
12135,4
766,1
998,1
12879,4
19616,4
327,0
24522,4
28473,4
10442,4
17073,4
11982,4
13303,4
1812,2
4446,3
24504,4
28513,4
9652,4
21697,4
12912,4
15668,4
16061,4
13714,4
24807,4
15346,4
15577,4
17672,4
7554,3
12805,4
18551,4
7457,3
2698,2
2633,2
14643,4
11227,4
3235,2
11915,4
19231,4
4873,3
4279,3
5773,3
29027,4
13048,4
9545,4
13883,4
7523,3
1781,2
27361,4
10744,4
5450,3
24345,4
15901,4
22260,4
1636,2
5919,3
22279,4
28011,4
20299,4
2044,2
28956,4
28847,4
29464,4
5842,3
609,1
5406,3
24911,4
874,1
26624,4
17021,4
21172,4
19748,4
25220,4
17264,4
28963,4
11450,4
4900,3
21339,4
5422,3
29174,4
15661,4
24549,4
13066,4
17571,4
15809,4
24043,4
3933,3
181,0
20941,4
7586,3
29297,4
6053,3
14417,4
1827,2
28647,4
14969,4
15423,4
6136,3
8378,3
29104,4
14197,4
2852,2
20604,4
2973,2
26806,4
13126,4
25604,4
1263,1
23511,4
4113,3
6026,3
3292,2
108,0
29377,4
16528,4
21803,4
15051,4
18609,4
20852,4
11554,4
20655,4
3590,3
4458,3
11565,4
15297,4
27862,4
17999,4
3623,3
19556,4
7582,3
22386,4
21796,4
11552,4
5572,3
27124,4
17778,4
4362,3
25378,4
5966,3
4908,3
7752,3
1816,2
24185,4
14038,4
13957,4
7334,3
20009,4
15069,4
7616,3
9400,4
25818,4
6436,3
10,0
11052,4
5961,3
9023,3
18252,4
27225,4
11694,4
26857,4
17578,4
22641,4
24415,4
15816,4
10793,4
21213,4
8676,3
1362,2
375,0
16172,4
918,1
15245,4
21009,4
17279,4
23866,4
22379,4
18130,4
16589,4
11904,4
19597,4
11652,4
1262,1
1212,1
3041,2
18249,4
16067,4
20462,4
259,0
16747,4
8362,3
28566,4
15094,4
20447,4
24193,4
29340,4
27655,4
18052,4
21381,4
4854,3
13958,4
7676,3
9475,4
16237,4
19625,4
22612,4
6007,3
27305,4
14188,4
21052,4
21285,4
20025,4
16712,4
20758,4
22257,4
1397,2
7843,3
3746,3
20203,4
28738,4
16021,4
3849,3
8979,3
16560,4
658,1
29687,4
11908,4
20241,4
5405,3
7359,3
30141,4
11389,4
12,0
6254,3
11905,4
2861,2
2740,2
11388,4
13768,4
26428,4
12882,4
10043,4
23898,4
12622,4
27503,4
26465,4
1529,2
4430,3
10796,4
14707,4
2166,2
1672,2
16297,4
17525,4
6889,3
23156,4
4205,3
8358,3
28610,4
15155,4
10124,4
13896,4
28378,4
12860,4
19575,4
24802,4
15293,4
28193,4
28312,4
1566,2
12372,4
17973,4
24474,4
24401,4
14724,4
15222,4
32,0
7326,3
27467,4
25807,4
26485,4
12467,4
23160,4
18441,4
17742,4
25303,4
17744,4
8915,3
751,1
4143,3
2928,2
22927,4
10120,4
24597,4
2701,2
26388,4
26262,4
18658,4
28171,4
27319,4
7283,3
967,1
2145,2
21637,4
5182,3
29622,4
7785,3
29546,4
27493,4
29059,4
25904,4
22670,4
13826,4
11177,4
22287,4
9015,3
13182,4
27386,4
25236,4
22153,4
20220,4
18296,4
10592,4
4708,3
2442,2
7454,3
17694,4
26311,4
12251,4
14329,4
25095,4
9777,4
25064,4
2673,2
27000,4
11575,4
3402,3
16202,4
21023,4
8455,3
9128,3
16846,4
23376,4
6770,3
5020,3
25548,4
10654,4
16598,4
10155,4
19828,4
22946,4
93,0
17671,4
30058,4
7309,3
6915,3
9309,4
30101,4
19192,4
21399,4
24923,4
7999,3
16713,4
21836,4
1914,2
26453,4
22527,4
13055,4
5860,3
19741,4
8347,3
25446,4
2,0
16467,4
2810,2
25723,4
20069,4
12476,4
9600,4
27817,4
8004,3
3228,2
23212,4
16031,4
16686,4
2508,2
25971,4
14586,4
27636,4
15973,4
21289,4
2556,2
15592,4
24215,4
20766,4
3678,3
2358,2
7223,3
19033,4
4541,3
10274,4
1172,1
2529,2
28414,4
20939,4
3280,2
15349,4
13832,4
4456,3
22722,4
19320,4
19720,4
9041,3
25758,4
2228,2
10108,4
8157,3
22295,4
6787,3
13642,4
26151,4
8320,3
17473,4
13088,4
6004,3
19902,4
29897,4
23491,4
21265,4
20839,4
7464,3
14449,4
22444,4
5374,3
21732,4
28421,4
4302,3
21674,4
14237,4
16583,4
19349,4
7766,3
9953,4
20208,4
10335,4
26045,4
2940,2
28618,4
795,1
20321,4
22921,4
29330,4
13931,4
3457,3
27811,4
3433,3
23874,4
589,1
10160,4
17131,4
27498,4
21028,4
15540,4
14199,4
27572,4
808,1
22357,4
9343,4
11892,4
24644,4
5247,3
6610,3
22144,4
16638,4
22796,4
17773,4
13117,4
18777,4
7863,3
6980,3
2807,2
6568,3
29990,4
15182,4
13079,4
15117,4
14107,4
18447,4
7072,3
28891,4
2207,2
23740,4
5161,3
12311,4
23790,4
8234,3
24320,4
21502,4
5696,3
14147,4
11191,4
29301,4
16488,4
20764,4
13733,4
14125,4
13660,4
10258,4
9657,4
2444,2
8268,3
12656,4
21628,4
16065,4
11366,4
20580,4
1727,2
21114,4
5722,3
24513,4
1141,1
4585,3
15418,4
14757,4
21533,4
13275,4
7919,3
27560,4
9947,4
23067,4
9919,4
14467,4
19061,4
22362,4
11853,4
3185,2
4327,3
15677,4
8128,3
4746,3
19615,4
22898,4
18953,4
13602,4
24251,4
16627,4
12129,4
24369,4
7199,3
4731,3
22195,4
25352,4
2409,2
28890,4
9905,4
14231,4
30014,4
17223,4
14621,4
16520,4
27793,4
27176,4
19295,4
13155,4
15754,4
28621,4
14625,4
24496,4
18044,4
1512,2
19457,4
3300,2
6976,3
21670,4
1445,2
24678,4
23530,4
2742,2
21247,4
21256,4
10642,4
28486,4
25395,4
6970,3
17016,4
13359,4
15341,4
8733,3
9318,4
11026,4
26325,4
9732,4
3249,2
14819,4
491,0
16277,4
373,0
789,1
29665,4
6491,3
24505,4
24843,4
17076,4
17675,4
16919,4
2078,2
104,0
23093,4
18756,4
13546,4
5765,3
3689,3
16879,4
13363,4
16261,4
11898,4
18985,4
24225,4
21492,4
12931,4
675,1
20139,4
20692,4
21014,4
29073,4
11875,4
1460,2
11260,4
28322,4
21323,4
4881,3
3311,2
27999,4
19863,4
27716,4
21968,4
29949,4
16430,4
28682,4
7476,3
1587,2
18672,4
26976,4
15252,4
12007,4
10153,4
17204,4
26358,4
20409,4
21024,4
23981,4
27770,4
29255,4
14484,4
3054,2
12229,4
11960,4
5467,3
12307,4
23437,4
1327,2
11580,4
17588,4
27027,4
28565,4
23655,4
2559,2
12838,4
25052,4
16119,4
23037,4
14557,4
19760,4
23816,4
9428,4
28573,4
8958,3
26560,4
13152,4
11480,4
9961,4
21758,4
23356,4
5333,3
14235,4
21433,4
20141,4
21746,4
24044,4
3356,2
27980,4
12293,4
5484,3
718,1
5871,3
4473,3
11931,4
6015,3
25277,4
23950,4
5489,3
25697,4
17336,4
24986,4
3294,2
24726,4
22747,4
8654,3
27322,4
9493,4
24000,4
21003,4
8604,3
11334,4
14830,4
18944,4
12485,4
25047,4
7435,3
3728,3
21275,4
10837,4
27310,4
17604,4
9109,3
18029,4
21370,4
28768,4
2985,2
11007,4
15652,4
4374,3
15013,4
6714,3
29317,4
12749,4
27494,4
22510,4
23989,4
26237,4
16826,4
3468,3
10617,4
19729,4
403,0
3037,2
13033,4
16416,4
10448,4
6723,3
29424,4
22740,4
22513,4
12932,4
6669,3
8947,3
25747,4
22556,4
11010,4
5869,3
12496,4
26420,4
20152,4
25579,4
7373,3
28164,4
22652,4
11983,4
524,0
1782,2
4572,3
25230,4
13190,4
22613,4
16485,4
5339,3
1086,1
15527,4
8579,3
17894,4
22767,4
671,1
22969,4
14096,4
28813,4
29223,4
1724,2
12417,4
18716,4
22904,4
26722,4
4989,3
7202,3
3030,2
21349,4
14049,4
9159,3
6988,3
8325,3
19370,4
20370,4
8285,3
25258,4
13939,4
16861,4
27059,4
19440,4
8544,3
5322,3
13754,4
29177,4
3956,3
18174,4
1747,2
26130,4
3836,3
17140,4
15553,4
16085,4
27696,4
4110,3
28358,4
12536,4
14196,4
7859,3
21910,4
12483,4
19630,4
7242,3
6479,3
7384,3
12126,4
5136,3
3658,3
16129,4
12105,4
7911,3
9821,4
20760,4
16797,4
10636,4
10278,4
10978,4
3007,2
8024,3
12184,4
12358,4
9854,4
5487,3
7674,3
17919,4
4503,3
12452,4
22054,4
24877,4
4759,3
1581,2
11106,4
2531,2
27643,4
18598,4
3579,3
4606,3
15722,4
3456,3
17691,4
28683,4
2312,2
19228,4
14746,4
236,0
24071,4
13093,4
10027,4
17070,4
24097,4
26181,4
11628,4
19744,4
17679,4
10151,4
23459,4
9911,4
28866,4
13508,4
20876,4
13478,4
25180,4
30056,4
10748,4
25964,4
10621,4
22396,4
10191,4
4715,3
15931,4
14858,4
20781,4
20567,4
17138,4
28086,4
16103,4
17638,4
8619,3
27954,4
1752,2
28809,4
19075,4
19216,4
25274,4
14873,4
27472,4
10481,4
29452,4
4675,3
22786,4
29079,4
16118,4
24230,4
11340,4
1084,1
7423,3
11490,4
11155,4
22598,4
29561,4
16377,4
6268,3
6571,3
19940,4
898,1
977,1
10685,4
20979,4
1992,2
10035,4
12314,4
14815,4
1938,2
16052,4
8511,3
29555,4
24359,4
22254,4
29549,4
2886,2
11692,4
7353,3
7759,3
986,1
2308,2
3829,3
21460,4
15316,4
22065,4
133,0
10325,4
24085,4
587,1
28754,4
9900,4
9205,3
16363,4
396,0
10414,4
21953,4
26112,4
21380,4
8561,3
18166,4
8340,3
29792,4
11663,4
4681,3
17001,4
24010,4
8755,3
14478,4
28497,4
25653,4
19603,4
29362,4
20292,4
12443,4
28517,4
2959,2
23258,4
8228,3
24569,4
19278,4
16258,4
23076,4
5340,3
6265,3
28211,4
5559,3
29053,4
26300,4
7024,3
27741,4
17609,4
19238,4
14632,4
13893,4
2700,2
21152,4
30078,4
8956,3
15694,4
3243,2
10080,4
12608,4
3707,3
26244,4
26627,4
27818,4
6071,3
3426,3
29310,4
21787,4
9784,4
23803,4
1791,2
26107,4
28340,4
24962,4
21243,4
15991,4
8059,3
13617,4
18570,4
15014,4
13741,4
14298,4
11777,4
18397,4
17245,4
17538,4
8574,3
24464,4
8984,3
6390,3
22219,4
13215,4
19577,4
8697,3
16013,4
12995,4
22457,4
25781,4
10675,4
27242,4
4390,3
29602,4
8749,3
24775,4
13588,4
24120,4
3698,3
16165,4
9204,3
28368,4
21,0
3777,3
13677,4
2953,2
27194,4
5615,3
19766,4
11263,4
15700,4
785,1
25927,4
24073,4
25661,4
22372,4
3487,3
17624,4
20585,4
3679,3
4321,3
4794,3
1491,2
13604,4
25882,4
24804,4
8584,3
371,0
27724,4
12032,4
13387,4
9669,4
30090,4
11620,4
29444,4
22166,4
18555,4
29248,4
4120,3
10892,4
1851,2
29422,4
11189,4
27172,4
26887,4
3817,3
3285,2
18759,4
7386,3
18398,4
